gene	mean_BF	sum_BF	max_BF	n_snps	rank_BF	n	GeneScore
ABCG5	-12.29793146	-147.57517752	-4.00564152	12	134	320	0.41875
ABCG8	-11.810646734	-177.15970101	-0.4619595	15	72	254	0.283464566929134
ABHD10	-11.5206033545455	-126.7266369	-2.23599939	11	113	408	0.276960784313726
ABHD11	-13.051776	-13.051776	-13.051776	1	138	1564	0.0882352941176471
ABHD12	-11.8511148716667	-213.32006769	-5.25938709	18	130	205	0.634146341463415
ABHD12B	-13.051776	-13.051776	-13.051776	1	139	1564	0.0888746803069054
ABHD13	-13.051776	-78.310656	-13.051776	6	354	738	0.479674796747967
ABHD17C	-11.2222984813636	-246.89056659	-0.4619595	22	55	160	0.34375
ABHD18	-12.5881511930769	-163.64596551	-7.02465351	13	193	316	0.610759493670886
ABHD2	-12.0800535447826	-277.84123153	3.27071798	23	28	128	0.21875
ABHD3	-11.47040972	-149.11532636	1.47886315	13	60	316	0.189873417721519
ABHD5	-12.6416502678947	-240.19135509	-5.25938709	19	86	170	0.505882352941176
ABHD6	-13.051776	-52.207104	-13.051776	4	302	933	0.323687031082529
ABI1	-12.448700368	-186.73050552	-4.00564152	15	107	254	0.421259842519685
ABI2	-13.051776	-143.569536	-13.051776	11	282	408	0.691176470588235
ABI3BP	-12.3848776507843	-1263.25752038	11.26206248	100	32	209	0.15311004784689
ABITRAM	-13.051776	-52.207104	-13.051776	4	303	933	0.32475884244373
ABL1	-12.31184207025	-492.47368281	1.47886315	40	27	66	0.409090909090909
ABL2	-13.051776	-143.569536	-13.051776	11	283	408	0.693627450980392
ABLIM1	-12.5304106633588	-1641.4837969	6.58629979	100	81	209	0.38755980861244
ABLIM2	-12.5624554193478	-1155.74589858	-0.4619595	92	9	9	1
ABLIM3	-10.0332982275	-40.13319291	-0.97786491	4	74	933	0.0793140407288317
ABR	-10.2021956866667	-61.21317412	4.04570588	6	48	738	0.0650406504065041
ABRA	-13.051776	-130.51776	-13.051776	10	293	477	0.614255765199161
ABRACL	-9.240105735	-55.44063441	-2.23599939	6	127	738	0.172086720867209
ABRAXAS1	-13.051776	-26.103552	-13.051776	2	271	1311	0.206712433257056
ABRAXAS2	-11.5449953775	-46.17998151	-7.02465351	4	194	933	0.207931404072883
ABTB1	-11.5647498353333	-173.47124753	-1.56216014	15	82	254	0.322834645669291
ABTB2	-13.051776	-378.501504	-13.051776	29	76	84	0.904761904761905
ACAA1	-10.79024238	-43.16096952	-4.00564152	4	131	933	0.140407288317256
ACAA2	-13.051776	-52.207104	-13.051776	4	304	933	0.32583065380493
ACACA	-12.2907831652941	-417.88662762	-5.25938709	34	66	82	0.804878048780488
ACACB	-12.29838568875	-98.38708551	-7.02465351	8	213	534	0.398876404494382
ACAD10	-13.051776	-13.051776	-13.051776	1	140	1564	0.0895140664961637
ACAD11	-12.098489417	-241.96978834	-3.03217882	20	77	183	0.420765027322404
ACAD8	-11.9385775842857	-83.57004309	-5.25938709	7	186	621	0.29951690821256
ACAD9	-13.051776	-26.103552	-13.051776	2	272	1311	0.207475209763539
ACADL	-10.79024238	-43.16096952	-4.00564152	4	132	933	0.141479099678457
ACADM	-13.051776	-39.155328	-13.051776	3	269	1069	0.251637043966324
ACADS	-3.77625608333333	-11.32876825	6.98239484	3	15	1069	0.0140318054256314
ACADSB	-11.143886151	-111.43886151	0	10	83	477	0.174004192872117
ACAN	-12.6210076914286	-265.04116152	-4.00564152	21	97	160	0.60625
ACAP2	-12.0828517122222	-217.49133082	4.38886118	18	28	205	0.136585365853659
ACAP3	-10.6331805236364	-116.96498576	1.47886315	11	63	408	0.154411764705882
ACAT1	-13.051776	-91.362432	-13.051776	7	313	621	0.50402576489533
ACAT2	-2.37155974	-14.22935844	11.81467738	6	10	738	0.013550135501355
ACBD3	-11.5929833027273	-127.52281633	-3.03217882	11	125	408	0.306372549019608
ACBD4	-13.051776	-26.103552	-13.051776	2	273	1311	0.208237986270023
ACBD5	-12.1245263861538	-157.61884302	-7.02465351	13	194	316	0.613924050632911
ACBD6	-12.4567159357143	-610.37908085	3.05439115	49	16	36	0.444444444444444
ACCS	-11.1835159106667	-167.75273866	1.15261394	15	55	254	0.216535433070866
ACE	-13.051776	-13.051776	-13.051776	1	141	1564	0.090153452685422
ACE2	-12.7345590268421	-241.95662151	-7.02465351	19	103	170	0.605882352941176
ACER2	-11.091490052	-166.37235078	-5.25938709	15	132	254	0.519685039370079
ACER3	-11.7526351060377	-622.88966062	21.44742964	53	1	19	0.0526315789473684
ACKR2	-9.4191162125	-37.67646485	1.47886315	4	41	933	0.0439442658092176
ACKR3	-12.5109871695	-250.21974339	-2.23599939	20	69	183	0.377049180327869
ACLY	-12.448700368	-186.73050552	-4.00564152	15	108	254	0.425196850393701
ACMSD	-11.2124333516667	-201.82380033	6.58629979	18	12	205	0.0585365853658537
ACO1	-12.0982116568	-302.45529142	-3.03217882	25	70	131	0.534351145038168
ACO2	-12.6972393829412	-215.85306951	-7.02465351	17	126	218	0.577981651376147
ACOD1	-5.96275777416667	-71.55309329	8.00658591	12	15	320	0.046875
ACOT11	-13.051776	-39.155328	-13.051776	3	270	1069	0.252572497661366
ACOT12	-10.285114795	-82.28091836	3.05439115	8	46	534	0.0861423220973783
ACOT13	-13.051776	-52.207104	-13.051776	4	305	933	0.326902465166131
ACOT7	-5.94958103	-11.89916206	1.15261394	2	49	1311	0.0373760488176964
ACOT9	-11.2988664754545	-124.28753123	-1.56216014	11	104	408	0.254901960784314
ACOX1	-11.6485657175	-139.78278861	-4.00564152	12	135	320	0.421875
ACOX2	-13.051776	-91.362432	-13.051776	7	314	621	0.505636070853462
ACOX3	-12.378271406	-247.56542812	0.41831588	20	47	183	0.256830601092896
ACP1	-13.051776	-156.621312	-13.051776	12	225	320	0.703125
ACP2	-13.051776	-13.051776	-13.051776	1	142	1564	0.0907928388746803
ACP6	-13.051776	-91.362432	-13.051776	7	315	621	0.507246376811594
ACRBP	-13.051776	-26.103552	-13.051776	2	274	1311	0.209000762776506
ACSBG1	-11.2307098312121	-370.61342443	0.80059496	33	27	84	0.321428571428571
ACSBG2	-13.051776	-39.155328	-13.051776	3	271	1069	0.253507951356408
ACSF2	-12.2059502945455	-268.53090648	-2.23599939	22	74	160	0.4625
ACSF3	-13.051776	-65.25888	-13.051776	5	308	817	0.376988984088127
ACSL1	-11.8073497054167	-283.37639293	-3.03217882	24	71	127	0.559055118110236
ACSL3	-12.6555823496552	-367.01188814	-1.56216014	29	37	84	0.44047619047619
ACSL4	7.766472655	46.59883593	18.66132901	6	3	738	0.0040650406504065
ACSL5	-12.564751693125	-201.03602709	-5.25938709	16	111	223	0.497757847533632
ACSL6	-12.6453197823529	-429.9408726	-5.25938709	34	67	82	0.817073170731707
ACSS1	-12.0476234478947	-228.90484551	0	19	41	170	0.241176470588235
ACSS2	-12.4470593757895	-236.49412814	-1.56216014	19	54	170	0.317647058823529
ACSS3	-11.8739500302128	-558.07565142	2.82719788	47	11	35	0.314285714285714
ACTA1	-13.051776	-26.103552	-13.051776	2	275	1311	0.20976353928299
ACTA2	-9.50802920166667	-57.04817521	0.41831588	6	88	738	0.119241192411924
ACTB	-13.051776	-13.051776	-13.051776	1	143	1564	0.0914322250639386
ACTC1	-13.051776	-65.25888	-13.051776	5	309	817	0.378212974296206
ACTL6A	-8.81341714111111	-79.32075427	13.03920875	9	7	439	0.0159453302961276
ACTN1	-12.691250113	-380.73750339	-2.23599939	30	41	76	0.539473684210526
ACTN2	-11.7015343915	-468.06137566	-0.97786491	40	37	66	0.560606060606061
ACTR10	-13.051776	-91.362432	-13.051776	7	316	621	0.508856682769726
ACTR1A	-13.051776	-65.25888	-13.051776	5	310	817	0.379436964504284
ACTR2	-12.5038557736364	-137.54241351	-7.02465351	11	207	408	0.507352941176471
ACTR3	-9.16671066090909	-100.83381727	23.65682024	11	1	408	0.00245098039215686
ACTR3B	-13.051776	-234.931968	-13.051776	18	168	205	0.819512195121951
ACTR5	-12.564751693125	-201.03602709	-5.25938709	16	112	223	0.502242152466368
ACTR6	-13.051776	-39.155328	-13.051776	3	272	1069	0.25444340505145
ACTR8	-11.7751520155556	-105.97636814	-1.56216014	9	101	439	0.230068337129841
ACVR1	-12.6972393829412	-215.85306951	-7.02465351	17	127	218	0.582568807339449
ACVR1C	-13.051776	-52.207104	-13.051776	4	306	933	0.327974276527331
ACVR2A	-12.0070750805882	-204.12027637	4.70813963	17	22	218	0.100917431192661
ACVR2B	-12.7137829809375	-406.84105539	-2.23599939	32	52	97	0.536082474226804
ACYP2	-12.13047524	-181.9571286	-5.25938709	15	133	254	0.523622047244094
ADA	-12.5038557736364	-137.54241351	-7.02465351	11	208	408	0.509803921568627
ADAD1	-9.632279624	-48.16139812	4.04570588	5	41	817	0.0501835985312118
ADAL	-10.9910080842857	-153.87411318	8.00658591	14	15	291	0.0515463917525773
ADAM10	-11.9670518680645	-370.97860791	4.04570588	31	20	90	0.222222222222222
ADAM12	-12.4408770672464	-858.42051764	-1.56216014	69	6	8	0.75
ADAM17	-12.1058592839535	-520.55194921	4.55126961	43	15	49	0.306122448979592
ADAM19	-11.190959448	-111.90959448	-2.23599939	10	130	477	0.272536687631027
ADAM20	-13.051776	-39.155328	-13.051776	3	273	1069	0.255378858746492
ADAM23	-12.1272843643182	-533.60051203	-3.03217882	44	28	38	0.736842105263158
ADAM28	-12.449063751	-124.49063751	-7.02465351	10	222	477	0.465408805031447
ADAM9	-11.32013402	-101.88120618	-5.25938709	9	166	439	0.378132118451025
ADAMTS1	-13.051776	-52.207104	-13.051776	4	307	933	0.329046087888532
ADAMTS10	-13.051776	-78.310656	-13.051776	6	355	738	0.481029810298103
ADAMTS12	-10.9176886898795	-906.16816126	10.11634851	83	3	10	0.3
ADAMTS13	-10.571748185	-84.57398548	6.78844652	8	20	534	0.0374531835205993
ADAMTS14	-13.051776	-91.362432	-13.051776	7	317	621	0.510466988727858
ADAMTS15	-13.051776	-39.155328	-13.051776	3	274	1069	0.256314312441534
ADAMTS17	-12.2620587507813	-784.77176005	0.80059496	64	11	17	0.647058823529412
ADAMTS18	-4.83964327366667	-145.18929821	13.51649314	30	1	76	0.0131578947368421
ADAMTS19	-11.5761163796429	-648.26251726	5.14909816	56	8	21	0.380952380952381
ADAMTS2	-12.4665469833654	-1296.52088627	2.06760079	100	168	209	0.803827751196172
ADAMTS20	-12.3898206925	-743.38924155	-0.4619595	60	12	18	0.666666666666667
ADAMTS3	-12.2080532235484	-378.44964993	7.07650758	31	5	90	0.0555555555555556
ADAMTS5	-12.36080043	-247.2160086	-5.25938709	20	102	183	0.557377049180328
ADAMTS6	-11.0430339207407	-298.16191586	13.54523734	27	2	111	0.018018018018018
ADAMTS7	-13.051776	-26.103552	-13.051776	2	276	1311	0.210526315789474
ADAMTS8	-13.051776	-104.414208	-13.051776	8	299	534	0.559925093632959
ADAMTS9	-12.17093310325	-486.83732413	2.33530598	40	23	66	0.348484848484849
ADAMTSL1	-11.168068968875	-1786.89103502	12.85097341	150	13	97	0.134020618556701
ADAMTSL2	-12.29838568875	-98.38708551	-7.02465351	8	214	534	0.400749063670412
ADAMTSL3	-12.1710053540187	-1302.29757288	5.00673111	100	107	209	0.511961722488038
ADAP1	-12.7504198755	-255.00839751	-7.02465351	20	119	183	0.650273224043716
ADAP2	-10.45431303	-31.36293909	-5.25938709	3	145	1069	0.135640785781104
ADAR	-13.051776	-39.155328	-13.051776	3	275	1069	0.257249766136576
ADARB1	-12.702058875	-457.2741195	-0.4619595	36	32	62	0.516129032258065
ADARB2	-12.3174959056	-1539.6869882	5.00673111	100	108	209	0.516746411483254
ADAT1	-7.02465351	-7.02465351	-7.02465351	1	90	1564	0.0575447570332481
ADAT2	-13.051776	-26.103552	-13.051776	2	277	1311	0.211289092295957
ADCK1	-12.7599652103226	-395.55892152	-4.00564152	31	58	90	0.644444444444444
ADCK2	-13.051776	-65.25888	-13.051776	5	311	817	0.380660954712362
ADCY1	-11.4496540686111	-1648.75018588	2.33530598	100	165	209	0.789473684210526
ADCY2	-13.051776	-143.569536	-13.051776	11	284	408	0.696078431372549
ADCY5	-12.5339799727397	-914.98053801	4.70813963	73	10	22	0.454545454545455
ADCY7	-11.9828311019355	-371.46776416	6.26600444	31	11	90	0.122222222222222
ADCY8	-12.4556810010345	-1083.64424709	7.68851227	87	3	12	0.25
ADCY9	-12.6330744175	-454.79067903	-4.00564152	36	41	62	0.661290322580645
ADCYAP1	-13.051776	-13.051776	-13.051776	1	144	1564	0.0920716112531969
ADCYAP1R1	-12.1738571988889	-1424.34129227	6.15423953	100	88	209	0.421052631578947
ADD1	-12.8745076914706	-437.73326151	-7.02465351	34	70	82	0.853658536585366
ADD2	-13.051776	-13.051776	-13.051776	1	145	1564	0.0927109974424552
ADD3	-12.3794284926154	-804.66285202	3.47719021	65	6	20	0.3
ADGB	-12.3175169676056	-874.5437047	1.15261394	71	9	12	0.75
ADGRA1	-12.3444415751337	-2308.41057455	5.00673111	150	69	97	0.711340206185567
ADGRA2	-13.051776	-13.051776	-13.051776	1	146	1564	0.0933503836317136
ADGRA3	-12.36080043	-247.2160086	-5.25938709	20	103	183	0.562841530054645
ADGRB1	-11.9091229544538	-1417.18563158	21.05662152	100	5	209	0.0239234449760766
ADGRB2	-13.051776	-39.155328	-13.051776	3	276	1069	0.258185219831618
ADGRB3	-12.162451052973	-3150.07482272	8.00658591	200	34	74	0.459459459459459
ADGRD1	-12.6909281110909	-698.00104611	-5.25938709	55	20	21	0.952380952380952
ADGRD2	-11.846351502	-59.23175751	-7.02465351	5	219	817	0.268053855569155
ADGRF5	-11.0724073469565	-254.66536898	5.55175926	23	16	128	0.125
ADGRG1	-13.051776	-39.155328	-13.051776	3	277	1069	0.25912067352666
ADGRG2	-11.9445443840625	-382.22542029	-5.25938709	32	77	97	0.793814432989691
ADGRG4	-13.051776	-13.051776	-13.051776	1	147	1564	0.0939897698209719
ADGRG6	-11.9298561671429	-1085.61691121	1.15261394	91	7	10	0.7
ADGRG7	-10.5019622969231	-136.52550986	1.47886315	13	61	316	0.193037974683544
ADGRL2	-12.3766091667105	-940.62229667	2.06760079	76	5	10	0.5
ADGRL3	-12.3528460408182	-4076.43919347	16.00427561	300	7	36	0.194444444444444
ADGRL4	-12.398471832	-433.94651412	-4.00564152	35	51	65	0.784615384615385
ADGRV1	-11.24385689	-56.21928445	-7.02465351	5	220	817	0.269277845777234
ADHFE1	-13.051776	-169.673088	-13.051776	13	242	316	0.765822784810127
ADI1	-13.051776	-52.207104	-13.051776	4	308	933	0.330117899249732
ADIPOQ	-12.047255585	-72.28353351	-7.02465351	6	247	738	0.334688346883469
ADIPOR1	-13.051776	-13.051776	-13.051776	1	148	1564	0.0946291560102302
ADIPOR2	-12.1319165663333	-363.95749699	3.05439115	30	19	76	0.25
ADK	-11.898135280125	-951.85082241	12.75475891	80	1	18	0.0555555555555556
ADM	-9.026119284	-45.13059642	7.07650758	5	24	817	0.02937576499388
ADNP	-12.448700368	-186.73050552	-4.00564152	15	109	254	0.429133858267717
ADNP2	-12.8285492411111	-346.37082951	-7.02465351	27	86	111	0.774774774774775
ADO	-13.051776	-13.051776	-13.051776	1	149	1564	0.0952685421994885
ADORA2A	-9.95129268769231	-129.36680494	4.38886118	13	28	316	0.0886075949367089
ADORA2B	-10.546876705	-42.18750682	-3.03217882	4	114	933	0.122186495176849
ADORA3	-13.051776	-39.155328	-13.051776	3	278	1069	0.260056127221703
ADPGK	-10.8067606866667	-64.84056412	0.41831588	6	89	738	0.12059620596206
ADPRH	-11.1036787725	-44.41471509	-5.25938709	4	156	933	0.167202572347267
ADPRHL1	-11.0930560436364	-244.04723296	3.47719021	22	30	160	0.1875
ADPRM	-13.051776	-52.207104	-13.051776	4	309	933	0.331189710610932
ADRA1A	-11.2762272575	-90.20981806	1.15261394	8	81	534	0.151685393258427
ADRA1B	-11.5449953775	-92.35996302	-7.02465351	8	215	534	0.402621722846442
ADRA1D	-13.051776	-234.931968	-13.051776	18	169	205	0.824390243902439
ADRA2A	-13.051776	-13.051776	-13.051776	1	150	1564	0.0959079283887468
ADRA2C	-9.745982758	-48.72991379	3.47719021	5	45	817	0.0550795593635251
ADRB1	-13.051776	-143.569536	-13.051776	11	285	408	0.698529411764706
ADRB2	-13.051776	-130.51776	-13.051776	10	294	477	0.616352201257862
ADRM1	-11.04273517	-33.12820551	-7.02465351	3	179	1069	0.167446211412535
ADSL	-11.4815694672727	-126.29726414	4.22049586	11	32	408	0.0784313725490196
ADSS1	-11.47062318875	-275.29495653	-0.97786491	24	52	127	0.409448818897638
ADSS2	-12.3433770081818	-135.77714709	-5.25938709	11	172	408	0.42156862745098
ADTRP	-11.9887366615385	-155.8535766	-5.25938709	13	166	316	0.525316455696203
AEBP1	-13.051776	-13.051776	-13.051776	1	151	1564	0.0965473145780051
AEBP2	-11.4099680058824	-387.9389122	5.92243719	34	14	82	0.170731707317073
AEN	-13.051776	-39.155328	-13.051776	3	279	1069	0.260991580916745
AFAP1	-12.3717486418072	-1026.85513727	0	83	9	10	0.9
AFAP1L1	-11.5449953775	-46.17998151	-7.02465351	4	195	933	0.209003215434084
AFAP1L2	-12.5696062008	-314.24015502	-7.02465351	25	98	131	0.748091603053435
AFDN	-12.4974002005128	-974.79721564	-0.4619595	78	12	15	0.8
AFF1	-12.5541740934783	-577.4920083	-0.97786491	46	29	39	0.743589743589744
AFF2	-12.6199110633803	-896.0136855	-2.23599939	71	12	12	1
AFF3	-11.6327284935165	-2117.15658582	27.28853043	150	1	97	0.0103092783505155
AFF4	-13.051776	-221.880192	-13.051776	17	174	218	0.798165137614679
AFG1L	-11.5497155635714	-485.08805367	5.92243719	42	8	32	0.25
AFG3L2	-13.051776	-117.465984	-13.051776	9	255	439	0.580865603644647
AFTPH	-12.248159668	-183.72239502	-7.02465351	15	160	254	0.62992125984252
AGA	-12.3433770081818	-135.77714709	-5.25938709	11	173	408	0.424019607843137
AGAP1	-11.6031583575714	-1624.44217006	3.67468467	100	142	209	0.679425837320574
AGAP3	-12.52442878	-237.96414682	-3.03217882	19	65	170	0.382352941176471
AGBL1	-12.2931108178862	-1512.0526306	9.90836312	100	46	209	0.220095693779904
AGFG1	-13.051776	-143.569536	-13.051776	11	286	408	0.700980392156863
AGGF1	-13.051776	-91.362432	-13.051776	7	318	621	0.51207729468599
AGK	-11.9923792569565	-275.82472291	5.2872266	23	17	128	0.1328125
AGL	-5.85060744833333	-70.20728938	7.85012285	12	17	320	0.053125
AGMAT	-13.051776	-13.051776	-13.051776	1	152	1564	0.0971867007672634
AGMO	-12.2597744595413	-1336.31541609	0	100	190	209	0.909090909090909
AGO2	-12.6569328171429	-442.9926486	-5.25938709	35	53	65	0.815384615384615
AGPAT3	-12.2241057242857	-513.41244042	1.47886315	42	17	32	0.53125
AGPAT4	-12.3387984467442	-530.56833321	-4.00564152	43	40	49	0.816326530612245
AGPAT5	-11.9319901813636	-262.50378399	-2.23599939	22	75	160	0.46875
AGPS	-12.4555604221875	-398.57793351	0	32	41	97	0.422680412371134
AGR2	-13.051776	-130.51776	-13.051776	10	295	477	0.618448637316562
AGR3	-12.5022536136634	-1262.72761498	2.06760079	100	169	209	0.808612440191388
AGRN	-13.051776	-39.155328	-13.051776	3	280	1069	0.261927034611787
AGRP	-13.051776	-13.051776	-13.051776	1	153	1564	0.0978260869565217
AGT	-13.051776	-143.569536	-13.051776	11	287	408	0.70343137254902
AGTPBP1	-9.53314524333333	-257.39492157	4.55126961	27	13	111	0.117117117117117
AGTR1	-13.051776	-208.828416	-13.051776	16	172	223	0.771300448430493
AGTR2	-13.051776	-39.155328	-13.051776	3	281	1069	0.262862488306829
AGTRAP	-12.047255585	-72.28353351	-7.02465351	6	248	738	0.336043360433604
AGXT2	-13.051776	-26.103552	-13.051776	2	278	1311	0.212051868802441
AHCTF1	-13.051776	-13.051776	-13.051776	1	154	1564	0.0984654731457801
AHCY	-10.8561337807692	-141.12973915	0.41831588	13	75	316	0.237341772151899
AHCYL1	-13.051776	-117.465984	-13.051776	9	256	439	0.583143507972665
AHCYL2	-13.051776	-234.931968	-13.051776	18	170	205	0.829268292682927
AHI1	-12.642636957963	-682.70239573	-0.97786491	54	18	30	0.6
AHR	-12.058961652549	-615.00704428	-1.56216014	51	25	32	0.78125
AHRR	-11.9691785628571	-502.70549964	17.34405939	42	2	32	0.0625
AHSA1	-13.051776	-13.051776	-13.051776	1	155	1564	0.0991048593350384
AHSA2P	-13.051776	-65.25888	-13.051776	5	312	817	0.381884944920441
AHSG	-13.051776	-39.155328	-13.051776	3	282	1069	0.263797942001871
AICDA	-3.39288578	-6.78577156	6.26600444	2	9	1311	0.0068649885583524
AIDA	-11.57738419	-196.81553123	4.22049586	17	28	218	0.128440366972477
AIF1L	-13.051776	-65.25888	-13.051776	5	313	817	0.383108935128519
AIFM1	-13.051776	-78.310656	-13.051776	6	356	738	0.482384823848238
AIFM2	-13.051776	-39.155328	-13.051776	3	283	1069	0.264733395696913
AIFM3	-11.8974117533333	-142.76894104	0.80059496	12	71	320	0.221875
AIG1	-12.9219028515	-775.31417109	-5.25938709	60	17	18	0.944444444444444
AIMP1	-12.354092536087	-284.14412833	-3.03217882	23	71	128	0.5546875
AIMP2	-13.051776	-13.051776	-13.051776	1	156	1564	0.0997442455242967
AJAP1	-13.051776	-130.51776	-13.051776	10	296	477	0.620545073375262
AK2	-13.051776	-52.207104	-13.051776	4	310	933	0.332261521972133
AK3	-11.5449953775	-92.35996302	-7.02465351	8	216	534	0.404494382022472
AK4	-11.5449953775	-46.17998151	-7.02465351	4	196	933	0.210075026795284
AK5	-10.0322855029167	-481.54970414	17.05633433	48	2	34	0.0588235294117647
AK6	-13.051776	-13.051776	-13.051776	1	157	1564	0.100383631713555
AK7	-12.047255585	-144.56706702	-7.02465351	12	172	320	0.5375
AK8	-12.4394990963636	-273.66898012	0.41831588	22	46	160	0.2875
AK9	-12.675080844375	-405.60258702	-7.02465351	32	84	97	0.865979381443299
AKAIN1	-10.1503072663636	-111.65337993	-2.23599939	11	114	408	0.279411764705882
AKAP1	-10.45431303	-31.36293909	-5.25938709	3	146	1069	0.136576239476146
AKAP10	-12.6212672507143	-176.69774151	-7.02465351	14	175	291	0.601374570446735
AKAP11	-12.6098676976923	-327.85656014	-1.56216014	26	49	110	0.445454545454545
AKAP12	-11.859344844375	-189.74951751	0	16	59	223	0.26457399103139
AKAP13	-12.0091806911278	-1597.22103192	14.87859003	100	11	209	0.0526315789473684
AKAP14	-13.051776	-13.051776	-13.051776	1	158	1564	0.101023017902813
AKAP17A	-13.051776	-130.51776	-13.051776	10	297	477	0.622641509433962
AKAP5	-13.051776	-13.051776	-13.051776	1	159	1564	0.101662404092072
AKAP6	-12.2674088270504	-1705.16982696	2.58796212	100	162	209	0.77511961722488
AKAP7	-11.9421477836508	-752.35531037	4.04570588	63	7	15	0.466666666666667
AKAP9	-11.1055693636364	-732.967578	19.22501386	66	1	17	0.0588235294117647
AKIP1	-11.04273517	-33.12820551	-7.02465351	3	180	1069	0.168381665107577
AKIRIN2	-10.159213207	-101.59213207	0.80059496	10	72	477	0.150943396226415
AKNA	-5.634436885	-11.26887377	1.78290223	2	42	1311	0.0320366132723112
AKNAD1	-13.051776	-13.051776	-13.051776	1	160	1564	0.10230179028133
AKR1A1	-13.051776	-117.465984	-13.051776	9	257	439	0.585421412300683
AKR1D1	-12.599469276	-251.98938552	-4.00564152	20	89	183	0.486338797814208
AKR7A2	-10.038214755	-20.07642951	-7.02465351	2	177	1311	0.135011441647597
AKT1	-12.6864958490909	-418.65436302	-7.02465351	33	70	84	0.833333333333333
AKT3	-13.051776	-287.139072	-13.051776	22	142	160	0.8875
AKTIP	-13.051776	-39.155328	-13.051776	3	284	1069	0.265668849391955
ALAS1	-12.1907585014286	-85.33530951	-7.02465351	7	220	621	0.35426731078905
ALCAM	-12.6654982639286	-354.63395139	-2.23599939	28	53	113	0.469026548672566
ALDH18A1	-13.051776	-78.310656	-13.051776	6	357	738	0.483739837398374
