gene	mean_BF	sum_BF	max_BF	n_snps	rank_BF	n	GeneScore
ADARB1	-9.693618605	-348.97026978	22.2491193	36	2	62	0.032258064516129
ADARB2	-12.01477784376	-1501.84723047	0.80059496	100	200	209	0.956937799043062
ADAT1	-13.051776	-13.051776	-13.051776	1	270	1564	0.172634271099744
ADAT2	-13.051776	-26.103552	-13.051776	2	374	1311	0.285278413424867
ADCK1	-10.4461934916129	-323.83199824	8.51828354	31	13	90	0.144444444444444
ADCK2	-13.051776	-65.25888	-13.051776	5	497	817	0.608323133414933
ADCY1	-11.0716223889583	-1594.31362401	20.53045523	100	11	209	0.0526315789473684
ADCY2	-8.55827429909091	-94.14101729	-1.56216014	11	158	408	0.387254901960784
ADCY5	-12.3426966854795	-901.01685804	-2.23599939	73	21	22	0.954545454545455
ADCY7	-12.6307509677419	-391.55328	0	31	57	90	0.633333333333333
ADCY8	-12.3628205166667	-1075.56538495	3.47719021	87	10	12	0.833333333333333
ADCY9	-9.87315243027778	-355.43348749	10.65001458	36	10	62	0.161290322580645
ADCYAP1	-13.051776	-13.051776	-13.051776	1	271	1564	0.173273657289003
ADCYAP1R1	-11.0802245817094	-1296.38627606	17.97715498	100	20	209	0.0956937799043062
ADD1	-10.7464614073529	-365.37968785	6.15423953	34	31	82	0.378048780487805
ADD2	-13.051776	-13.051776	-13.051776	1	272	1564	0.173913043478261
ADD3	-12.6895627563077	-824.82157916	-1.56216014	65	18	20	0.9
ADGB	-11.2457509907042	-798.44832034	7.76998358	71	6	12	0.5
ADGRA1	-11.1799181729412	-2090.64469834	6.37518976	150	74	97	0.762886597938144
ADGRA2	-13.051776	-13.051776	-13.051776	1	273	1564	0.174552429667519
ADGRA3	-12.550796141	-251.01592282	-3.03217882	20	133	183	0.726775956284153
ADGRB1	-11.7036589308403	-1392.73541277	16.42040335	100	26	209	0.124401913875598
ADGRB2	-11.04273517	-33.12820551	-7.02465351	3	288	1069	0.269410664172124
ADGRB3	-11.4133374689575	-2956.05440446	16.90037071	200	10	74	0.135135135135135
ADGRD1	-11.7966791136364	-648.81735125	1.15261394	55	16	21	0.761904761904762
ADGRD2	-13.051776	-65.25888	-13.051776	5	498	817	0.609547123623011
ADGRF5	-12.0819763273913	-277.88545553	-1.56216014	23	81	128	0.6328125
ADGRG1	-8.43431901333333	-25.30295704	0.80059496	3	103	1069	0.0963517305893358
ADGRG2	-12.6188894075	-403.80446104	0.80059496	32	55	97	0.56701030927835
ADGRG4	-13.051776	-13.051776	-13.051776	1	274	1564	0.175191815856777
ADGRG6	-12.0071668184615	-1092.65218048	3.27071798	91	9	10	0.9
ADGRG7	-9.62068838538462	-125.06894901	5.67860661	13	50	316	0.158227848101266
ADGRL2	-12.0689750869737	-917.24210661	9.6918745	76	4	10	0.4
ADGRL3	-11.3175200990909	-3734.7816327	19.76523154	300	6	36	0.166666666666667
ADGRL4	-12.2488912957143	-428.71119535	-3.03217882	35	57	65	0.876923076923077
ADGRV1	-11.493298218	-57.46649109	-5.25938709	5	291	817	0.356181150550796
ADHFE1	-13.051776	-169.673088	-13.051776	13	277	316	0.876582278481013
ADI1	-13.051776	-52.207104	-13.051776	4	465	933	0.498392282958199
ADIPOQ	-12.047255585	-72.28353351	-7.02465351	6	375	738	0.508130081300813
ADIPOR1	-13.051776	-13.051776	-13.051776	1	275	1564	0.175831202046036
ADIPOR2	-11.6948281796667	-350.84484539	1.78290223	30	41	76	0.539473684210526
ADK	-10.647955792875	-851.83646343	6.58629979	80	10	18	0.555555555555556
ADM	-10.5338127	-52.6690635	-0.4619595	5	139	817	0.170134638922889
ADNP	-11.578581968	-173.67872952	0	15	100	254	0.393700787401575
ADNP2	-12.6053224822222	-340.34370702	-7.02465351	27	104	111	0.936936936936937
ADO	-13.051776	-13.051776	-13.051776	1	276	1564	0.176470588235294
ADORA2A	-12.5881511930769	-163.64596551	-7.02465351	13	242	316	0.765822784810127
ADORA2B	-8.9195344475	-35.67813779	3.47719021	4	79	933	0.0846730975348339
ADORA3	-11.04273517	-33.12820551	-7.02465351	3	289	1069	0.270346117867166
ADPGK	-11.1368400233333	-66.82104014	-1.56216014	6	195	738	0.264227642276423
ADPRH	-13.051776	-52.207104	-13.051776	4	466	933	0.4994640943194
ADPRHL1	-11.5185094359091	-253.40720759	0.80059496	22	73	160	0.45625
ADPRM	-8.2312748075	-32.92509923	-1.56216014	4	181	933	0.193997856377278
ADRA1A	-13.051776	-104.414208	-13.051776	8	392	534	0.734082397003745
ADRA1B	-13.051776	-104.414208	-13.051776	8	393	534	0.735955056179775
ADRA1D	-12.7169358616667	-228.90484551	-7.02465351	18	165	205	0.804878048780488
ADRA2A	-13.051776	-13.051776	-13.051776	1	277	1564	0.177109974424552
ADRA2C	-10.636993782	-53.18496891	-0.97786491	5	153	817	0.187270501835985
ADRB1	-10.5856394590909	-116.44203405	-4.00564152	11	196	408	0.480392156862745
ADRB2	-10.48761675	-104.8761675	0	10	129	477	0.270440251572327
ADRM1	-13.051776	-39.155328	-13.051776	3	429	1069	0.401309635173059
ADSL	-10.98326844	-120.81595284	3.67468467	11	77	408	0.188725490196078
ADSS1	-10.3882672104167	-249.31841305	4.85984715	24	34	127	0.267716535433071
ADSS2	-13.051776	-143.569536	-13.051776	11	321	408	0.786764705882353
ADTRP	-9.07425688076923	-117.96533945	3.67468467	13	74	316	0.234177215189873
AEBP1	-13.051776	-13.051776	-13.051776	1	278	1564	0.177749360613811
AEBP2	-10.1353136864706	-344.60066534	1.78290223	34	53	82	0.646341463414634
AEN	-11.04273517	-33.12820551	-7.02465351	3	290	1069	0.271281571562208
AFAP1	-11.1837090944578	-928.24785484	16.39997151	83	3	10	0.3
AFAP1L1	-11.5449953775	-46.17998151	-7.02465351	4	332	933	0.355841371918542
AFAP1L2	-12.3782350644	-309.45587661	-4.00564152	25	102	131	0.778625954198473
AFDN	-10.9707284703846	-855.71682069	9.29002656	78	7	15	0.466666666666667
AFF1	-11.6895032676087	-537.71715031	3.86396619	46	21	39	0.538461538461538
AFF2	-11.8677166552113	-842.60788252	1.15261394	71	11	12	0.916666666666667
AFF3	-11.2089641526923	-2040.03147579	9.58019007	150	52	97	0.536082474226804
AFF4	-12.1651138252941	-206.80693503	-4.00564152	17	133	218	0.610091743119266
AFG1L	-11.8743824283333	-498.72406199	1.47886315	42	23	32	0.71875
AFG3L2	-12.3820957233333	-111.43886151	-7.02465351	9	245	439	0.558086560364465
AFTPH	-11.125299728	-166.87949592	-2.23599939	15	131	254	0.515748031496063
AGA	-9.13337879454545	-100.46716674	5.92243719	11	53	408	0.129901960784314
AGAP1	-10.7367062861429	-1503.13888006	9.63633026	100	91	209	0.435406698564593
AGAP3	-10.4295569542105	-198.16158213	1.15261394	19	72	170	0.423529411764706
AGBL1	-11.2328430402439	-1381.63969395	2.82719788	100	186	209	0.889952153110048
AGFG1	-11.4062274927273	-125.46850242	-0.97786491	11	151	408	0.370098039215686
AGGF1	-2.87713907428571	-20.13997352	13.0082115	7	16	621	0.0257648953301127
AGK	-11.1207021769565	-255.77615007	6.48191712	23	21	128	0.1640625
AGL	-10.8939907925	-130.72788951	-0.97786491	12	139	320	0.434375
AGMAT	-13.051776	-13.051776	-13.051776	1	279	1564	0.178388746803069
AGMO	-11.5257045833945	-1256.30179959	11.13640919	100	68	209	0.325358851674641
AGO2	-12.0036286491429	-420.12700272	-4.00564152	35	61	65	0.938461538461538
AGPAT3	-11.5591053902381	-485.48242639	-0.97786491	42	28	32	0.875
AGPAT4	-10.9773842997674	-472.02752489	11.58424672	43	7	49	0.142857142857143
AGPAT5	-12.4236163909091	-273.3195606	-5.25938709	22	135	160	0.84375
AGPS	-12.3547324853125	-395.35143953	-1.56216014	32	75	97	0.77319587628866
AGR2	-12.272537109	-122.72537109	-5.25938709	10	260	477	0.545073375262054
AGR3	-12.0635327328713	-1218.41680602	1.47886315	100	197	209	0.942583732057416
AGRN	-13.051776	-39.155328	-13.051776	3	430	1069	0.402245088868101
AGRP	-13.051776	-13.051776	-13.051776	1	280	1564	0.179028132992327
AGT	-9.49187722090909	-104.41064943	5.00673111	11	60	408	0.147058823529412
AGTPBP1	-10.3584209688889	-279.67736616	3.86396619	27	40	111	0.36036036036036
AGTR1	-11.859344844375	-189.74951751	0	16	115	223	0.515695067264574
AGTR2	-13.051776	-39.155328	-13.051776	3	431	1069	0.403180542563143
AGTRAP	-13.051776	-78.310656	-13.051776	6	500	738	0.677506775067751
AGXT2	-13.051776	-26.103552	-13.051776	2	375	1311	0.28604118993135
AHCTF1	-13.051776	-13.051776	-13.051776	1	281	1564	0.179667519181586
AHCY	-13.051776	-169.673088	-13.051776	13	278	316	0.879746835443038
AHCYL1	-13.051776	-117.465984	-13.051776	9	330	439	0.751708428246014
AHCYL2	-12.7169358616667	-228.90484551	-7.02465351	18	166	205	0.809756097560976
AHI1	-12.195419107037	-658.55263178	3.67468467	54	18	30	0.6
AHR	-10.9783647068627	-559.89660005	9.6918745	51	10	32	0.3125
AHRR	-11.0340482585714	-463.43002686	9.96112704	42	4	32	0.125
AHSA1	-13.051776	-13.051776	-13.051776	1	282	1564	0.180306905370844
AHSA2P	-11.846351502	-59.23175751	-7.02465351	5	360	817	0.440636474908201
AHSG	-13.051776	-39.155328	-13.051776	3	432	1069	0.404115996258185
AICDA	-13.051776	-26.103552	-13.051776	2	376	1311	0.286803966437834
AIDA	-10.8584071135294	-184.59292093	4.38886118	17	51	218	0.23394495412844
AIF1L	-8.625118072	-43.12559036	3.05439115	5	84	817	0.10281517747858
AIFM1	-12.047255585	-72.28353351	-7.02465351	6	376	738	0.509485094850949
AIFM2	-13.051776	-39.155328	-13.051776	3	433	1069	0.405051449953227
AIFM3	-11.082595325	-132.9911439	4.55126961	12	57	320	0.178125
AIG1	-11.1594674903333	-669.56804942	12.2853018	60	5	18	0.277777777777778
AIMP1	-11.980295066087	-275.54678652	-0.4619595	23	66	128	0.515625
AIMP2	-13.051776	-13.051776	-13.051776	1	283	1564	0.180946291560102
AJAP1	-13.051776	-130.51776	-13.051776	10	382	477	0.80083857442348
AK2	-13.051776	-52.207104	-13.051776	4	467	933	0.5005359056806
AK3	-10.79160506625	-86.33284053	-7.02465351	8	289	534	0.541198501872659
AK4	-13.051776	-52.207104	-13.051776	4	468	933	0.501607717041801
AK5	-11.2346738208333	-539.2643434	5.42136985	48	8	34	0.235294117647059
AK6	-3.03217882	-3.03217882	-3.03217882	1	101	1564	0.0645780051150895
AK7	-9.84722174333333	-118.16666092	8.3053932	12	20	320	0.0625
AK8	-12.2828786277273	-270.22332981	3.86396619	22	44	160	0.275
AK9	-10.7738533075	-344.76330584	5.00673111	32	29	97	0.298969072164948
AKAIN1	-12.3433770081818	-135.77714709	-5.25938709	11	226	408	0.553921568627451
AKAP1	-13.051776	-39.155328	-13.051776	3	434	1069	0.405986903648269
AKAP10	-12.6212672507143	-176.69774151	-7.02465351	14	212	291	0.728522336769759
AKAP11	-10.2548741484615	-266.62672786	10.41392685	26	15	110	0.136363636363636
AKAP12	-10.51612168125	-168.2579469	9.04554725	16	24	223	0.10762331838565
AKAP13	-11.4697299226316	-1525.47407971	7.68851227	100	117	209	0.559808612440191
AKAP14	-13.051776	-13.051776	-13.051776	1	284	1564	0.181585677749361
AKAP17A	-12.449063751	-124.49063751	-7.02465351	10	293	477	0.614255765199161
AKAP5	-13.051776	-13.051776	-13.051776	1	285	1564	0.182225063938619
AKAP6	-11.6854080584892	-1624.27172013	12.75475891	100	55	209	0.263157894736842
AKAP7	-10.7205613855556	-675.39536729	15.25435114	63	3	15	0.2
AKAP9	-9.74530754636364	-643.19029806	8.85419715	66	5	17	0.294117647058824
AKIP1	-13.051776	-39.155328	-13.051776	3	435	1069	0.406922357343312
AKIRIN2	-11.487802188	-114.87802188	2.58796212	10	81	477	0.169811320754717
AKNA	-5.515147515	-11.03029503	-4.00564152	2	160	1311	0.122044241037376
AKNAD1	-13.051776	-13.051776	-13.051776	1	286	1564	0.182864450127877
AKR1A1	-13.051776	-117.465984	-13.051776	9	331	439	0.753986332574032
AKR1D1	-12.36080043	-247.2160086	-5.25938709	20	152	183	0.830601092896175
AKR7A2	-13.051776	-26.103552	-13.051776	2	377	1311	0.287566742944317
AKT1	-11.7459091927273	-387.61500336	5.92243719	33	21	84	0.25
AKT3	-12.3666279559091	-272.06581503	-4.00564152	22	122	160	0.7625
AKTIP	-10.03639784	-30.10919352	-4.00564152	3	201	1069	0.188026192703461
ALAS1	-13.051776	-91.362432	-13.051776	7	424	621	0.682769726247987
ALCAM	-11.82736399	-331.16619172	4.38886118	28	39	113	0.345132743362832
ALDH18A1	-6.81906182833333	-40.91437097	1.47886315	6	123	738	0.166666666666667
