gene	mean_BF	sum_BF	max_BF	n_snps	rank_BF	n	GeneScore
ADCK2	-13.051776	-65.25888	-13.051776	5	243	817	0.297429620563036
ADCY1	-12.0779649822917	-1739.22695745	3.47719021	100	128	209	0.61244019138756
ADCY2	-9.64790876818182	-106.12699645	3.27071798	11	33	408	0.0808823529411765
ADCY5	-12.5148904052055	-913.58699958	-4.00564152	73	17	22	0.772727272727273
ADCY7	-11.3004397358065	-350.31363181	1.78290223	31	21	90	0.233333333333333
ADCY8	-12.2436937281609	-1065.20135435	17.73786445	87	1	12	0.0833333333333333
ADCY9	-11.9143630180556	-428.91706865	3.27071798	36	16	62	0.258064516129032
ADCYAP1	-13.051776	-13.051776	-13.051776	1	129	1564	0.0824808184143223
ADCYAP1R1	-12.7274369617949	-1489.11012453	-0.97786491	100	191	209	0.913875598086124
ADD1	-12.3883616264706	-421.2042953	3.47719021	34	21	82	0.25609756097561
ADD2	-13.051776	-13.051776	-13.051776	1	130	1564	0.0831202046035806
ADD3	-12.1920612056923	-792.48397837	6.15423953	65	4	20	0.2
ADGB	-12.2413843674648	-869.13829009	5.55175926	71	5	12	0.416666666666667
ADGRA1	-12.1353729483957	-2269.31474135	15.45880124	150	9	97	0.0927835051546392
ADGRA2	-13.051776	-13.051776	-13.051776	1	131	1564	0.0837595907928389
ADGRA3	-13.051776	-261.03552	-13.051776	20	130	183	0.710382513661202
ADGRB1	-12.0638496622689	-1435.59810981	9.34937354	100	50	209	0.239234449760766
ADGRB2	-13.051776	-39.155328	-13.051776	3	210	1069	0.19644527595884
ADGRB3	-12.5497520977606	-3250.38579332	6.98239484	200	48	74	0.648648648648649
ADGRD1	-12.5556013949091	-690.55807672	0.41831588	55	13	21	0.619047619047619
ADGRD2	-10.5338127	-52.6690635	-0.4619595	5	69	817	0.0844553243574051
ADGRF5	-12.371787386087	-284.55110988	2.58796212	23	25	128	0.1953125
ADGRG1	-13.051776	-39.155328	-13.051776	3	211	1069	0.197380729653882
ADGRG2	-12.1324225040625	-388.23752013	5.55175926	32	10	97	0.103092783505155
ADGRG4	-13.051776	-13.051776	-13.051776	1	132	1564	0.0843989769820972
ADGRG6	-12.9855438847253	-1181.68449351	-7.02465351	91	10	10	1
ADGRG7	-13.051776	-169.673088	-13.051776	13	177	316	0.560126582278481
ADGRL2	-12.0969726963158	-919.36992492	6.58629979	76	3	10	0.3
ADGRL3	-12.4571735466061	-4110.86727038	14.35772883	300	6	36	0.166666666666667
ADGRL4	-12.4210947954286	-434.73831784	-3.03217882	35	33	65	0.507692307692308
ADGRV1	-11.846351502	-59.23175751	-7.02465351	5	193	817	0.236230110159119
ADHFE1	-13.051776	-169.673088	-13.051776	13	178	316	0.563291139240506
ADI1	-13.051776	-52.207104	-13.051776	4	245	933	0.262593783494105
ADIPOQ	-13.051776	-78.310656	-13.051776	6	249	738	0.33739837398374
ADIPOR1	-13.051776	-13.051776	-13.051776	1	133	1564	0.0850383631713555
ADIPOR2	-12.188661917	-365.65985751	-0.97786491	30	29	76	0.381578947368421
ADK	-11.039436889625	-883.15495117	13.16175788	80	3	18	0.166666666666667
ADM	-11.846351502	-59.23175751	-7.02465351	5	194	817	0.237454100367197
ADNP	-13.051776	-195.77664	-13.051776	15	159	254	0.625984251968504
ADNP2	-12.8285492411111	-346.37082951	-7.02465351	27	65	111	0.585585585585586
ADO	-13.051776	-13.051776	-13.051776	1	134	1564	0.0856777493606138
ADORA2A	-13.051776	-169.673088	-13.051776	13	179	316	0.566455696202532
ADORA2B	-13.051776	-52.207104	-13.051776	4	246	933	0.263665594855305
ADORA3	-13.051776	-39.155328	-13.051776	3	212	1069	0.198316183348924
ADPGK	-13.051776	-78.310656	-13.051776	6	250	738	0.338753387533875
ADPRH	-11.5449953775	-46.17998151	-7.02465351	4	180	933	0.192926045016077
ADPRHL1	-12.6405880690909	-278.09293752	-4.00564152	22	82	160	0.5125
ADPRM	-13.051776	-52.207104	-13.051776	4	247	933	0.264737406216506
ADRA1A	-13.051776	-104.414208	-13.051776	8	221	534	0.413857677902622
ADRA1B	-13.051776	-104.414208	-13.051776	8	222	534	0.415730337078652
ADRA1D	-12.7169358616667	-228.90484551	-7.02465351	18	116	205	0.565853658536585
ADRA2A	-13.051776	-13.051776	-13.051776	1	135	1564	0.0863171355498721
ADRA2C	-9.35714683	-46.78573415	5.42136985	5	27	817	0.0330477356181151
ADRB1	-9.75196707181818	-107.27163779	1.15261394	11	43	408	0.105392156862745
ADRB2	-13.051776	-130.51776	-13.051776	10	239	477	0.50104821802935
ADRM1	-13.051776	-39.155328	-13.051776	3	213	1069	0.199251637043966
ADSL	-12.1409035290909	-133.54993882	-3.03217882	11	99	408	0.242647058823529
ADSS1	-13.051776	-313.242624	-13.051776	24	97	127	0.763779527559055
ADSS2	-13.051776	-143.569536	-13.051776	11	214	408	0.524509803921569
ADTRP	-13.051776	-169.673088	-13.051776	13	180	316	0.569620253164557
AEBP1	-5.25938709	-5.25938709	-5.25938709	1	52	1564	0.0332480818414322
AEBP2	-13.051776	-443.760384	-13.051776	34	76	82	0.926829268292683
AEN	-13.051776	-39.155328	-13.051776	3	214	1069	0.200187090739008
AFAP1	-12.2864507454217	-1019.77541187	3.05439115	83	7	10	0.7
AFAP1L1	-13.051776	-52.207104	-13.051776	4	248	933	0.265809217577706
AFAP1L2	-12.8106911004	-320.26727751	-7.02465351	25	83	131	0.633587786259542
AFDN	-12.6726048988462	-988.46318211	-1.56216014	78	12	15	0.8
AFF1	-12.7513518391304	-586.5621846	-5.25938709	46	32	39	0.82051282051282
AFF2	-12.6816590840845	-900.39779497	1.15261394	71	8	12	0.666666666666667
AFF3	-12.3529884844505	-2248.24390417	7.16881594	150	41	97	0.422680412371134
AFF4	-12.6972393829412	-215.85306951	-7.02465351	17	101	218	0.463302752293578
AFG1L	-12.4457262797619	-522.72050375	6.37518976	42	8	32	0.25
AFG3L2	-11.5162747333333	-103.6464726	-5.25938709	9	122	439	0.277904328018223
AFTPH	-12.448700368	-186.73050552	-4.00564152	15	83	254	0.326771653543307
AGA	-13.051776	-143.569536	-13.051776	11	215	408	0.526960784313726
AGAP1	-12.3733002322857	-1732.26203252	5.42136985	100	99	209	0.473684210526316
AGAP3	-11.8727681294737	-225.58259446	9.34937354	19	6	170	0.0352941176470588
AGBL1	-12.2534712095122	-1507.17695877	10.06510856	100	43	209	0.205741626794258
AGFG1	-13.051776	-143.569536	-13.051776	11	216	408	0.529411764705882
AGGF1	-11.9385775842857	-83.57004309	-5.25938709	7	140	621	0.225442834138486
AGK	-12.789727196087	-294.16372551	-7.02465351	23	80	128	0.625
AGL	-5.50493215416667	-66.05918585	9.6918745	12	12	320	0.0375
AGMAT	-13.051776	-13.051776	-13.051776	1	136	1564	0.0869565217391304
AGMO	-12.6947416765138	-1383.72684274	-2.23599939	100	197	209	0.942583732057416
AGO2	-12.7068071117143	-444.73824891	-0.97786491	35	28	65	0.430769230769231
AGPAT3	-12.6347108011905	-530.65785365	-1.56216014	42	21	32	0.65625
AGPAT4	-12.7012351402326	-546.15311103	-4.00564152	43	33	49	0.673469387755102
AGPAT5	-12.4585134545455	-274.087296	0	22	53	160	0.33125
AGPS	-12.8634284221875	-411.62970951	-7.02465351	32	69	97	0.711340206185567
AGR2	-12.449063751	-124.49063751	-7.02465351	10	172	477	0.360587002096436
AGR3	-12.4517535124752	-1257.62710476	-0.4619595	100	188	209	0.899521531100478
AGRN	-13.051776	-39.155328	-13.051776	3	215	1069	0.201122544434051
AGRP	-13.051776	-13.051776	-13.051776	1	137	1564	0.0875959079283887
AGT	-12.2294001381818	-134.52340152	-4.00564152	11	108	408	0.264705882352941
AGTPBP1	-12.6053224822222	-340.34370702	-7.02465351	27	66	111	0.594594594594595
AGTR1	-12.1880565375	-195.0089046	-5.25938709	16	84	223	0.376681614349776
AGTR2	-13.051776	-39.155328	-13.051776	3	216	1069	0.202057998129093
AGTRAP	-13.051776	-78.310656	-13.051776	6	251	738	0.340108401084011
AGXT2	-8.04197741	-16.08395482	-3.03217882	2	72	1311	0.0549199084668192
AHCTF1	-13.051776	-13.051776	-13.051776	1	138	1564	0.0882352941176471
AHCY	-13.051776	-169.673088	-13.051776	13	181	316	0.572784810126582
AHCYL1	-13.051776	-117.465984	-13.051776	9	198	439	0.451025056947608
AHCYL2	-12.618865505	-227.13957909	-5.25938709	18	104	205	0.507317073170732
AHI1	-12.5068067427778	-675.36756411	-0.4619595	54	14	30	0.466666666666667
AHR	-11.8528663960784	-604.4961862	14.75761959	51	4	32	0.125
AHRR	-12.4357341814286	-522.30083562	-5.25938709	42	24	32	0.75
AHSA1	-13.051776	-13.051776	-13.051776	1	139	1564	0.0888746803069054
AHSA2P	-13.051776	-65.25888	-13.051776	5	244	817	0.298653610771114
AHSG	-13.051776	-39.155328	-13.051776	3	217	1069	0.202993451824135
AICDA	-13.051776	-26.103552	-13.051776	2	189	1311	0.1441647597254
AIDA	-13.051776	-221.880192	-13.051776	17	139	218	0.637614678899083
AIF1L	-13.051776	-65.25888	-13.051776	5	245	817	0.299877600979192
AIFM1	-13.051776	-78.310656	-13.051776	6	252	738	0.341463414634146
AIFM2	-13.051776	-39.155328	-13.051776	3	218	1069	0.203928905519177
AIFM3	-11.90015005	-142.8018006	-5.25938709	12	104	320	0.325
AIG1	-13.051776	-783.10656	-13.051776	60	18	18	1
AIMP1	-12.3944117917391	-285.07147121	2.06760079	23	29	128	0.2265625
AIMP2	-13.051776	-13.051776	-13.051776	1	140	1564	0.0895140664961637
AJAP1	-13.051776	-130.51776	-13.051776	10	240	477	0.50314465408805
AK2	-13.051776	-52.207104	-13.051776	4	249	933	0.266881028938907
AK3	-10.40846359	-83.26770872	2.06760079	8	52	534	0.0973782771535581
AK4	-13.051776	-52.207104	-13.051776	4	250	933	0.267952840300107
AK5	-12.2012054641667	-585.65786228	7.92897583	48	4	34	0.117647058823529
AK6	-13.051776	-13.051776	-13.051776	1	141	1564	0.090153452685422
AK7	-11.4629650283333	-137.55558034	-3.03217882	12	77	320	0.240625
AK8	-12.1321617986364	-266.90755957	1.15261394	22	45	160	0.28125
AK9	-12.486392595	-399.56456304	-4.00564152	32	49	97	0.505154639175258
AKAIN1	-13.051776	-143.569536	-13.051776	11	217	408	0.531862745098039
AKAP1	-13.051776	-39.155328	-13.051776	3	219	1069	0.204864359214219
AKAP10	-12.6212672507143	-176.69774151	-7.02465351	14	122	291	0.419243986254296
AKAP11	-12.6664068776923	-329.32657882	-3.03217882	26	57	110	0.518181818181818
AKAP12	-13.051776	-208.828416	-13.051776	16	140	223	0.62780269058296
AKAP13	-12.4368563700752	-1654.10189722	1.47886315	100	158	209	0.755980861244019
AKAP14	-13.051776	-13.051776	-13.051776	1	142	1564	0.0907928388746803
AKAP17A	-12.449063751	-124.49063751	-7.02465351	10	173	477	0.362683438155136
AKAP5	-13.051776	-13.051776	-13.051776	1	143	1564	0.0914322250639386
AKAP6	-12.3142450273381	-1711.6800588	24.12293723	100	2	209	0.00956937799043062
AKAP7	-12.773732534127	-804.74514965	-1.56216014	63	10	15	0.666666666666667
AKAP9	-11.9238401275758	-786.97344842	5.92243719	66	4	17	0.235294117647059
AKIP1	-11.04273517	-33.12820551	-7.02465351	3	119	1069	0.111318989710009
AKIRIN2	-12.272537109	-122.72537109	-5.25938709	10	137	477	0.287211740041929
AKNA	-13.051776	-26.103552	-13.051776	2	190	1311	0.144927536231884
AKNAD1	-13.051776	-13.051776	-13.051776	1	144	1564	0.0920716112531969
AKR1A1	-13.051776	-117.465984	-13.051776	9	199	439	0.453302961275626
AKR1D1	-12.049816282	-240.99632564	-3.03217882	20	82	183	0.448087431693989
AKR7A2	-13.051776	-26.103552	-13.051776	2	191	1311	0.145690312738368
AKT1	-12.5413851181818	-413.8657089	-2.23599939	33	42	84	0.5
AKT3	-12.1845533413636	-268.06017351	0	22	54	160	0.3375
AKTIP	-13.051776	-39.155328	-13.051776	3	220	1069	0.205799812909261
ALAS1	-12.1907585014286	-85.33530951	-7.02465351	7	176	621	0.28341384863124
ALCAM	-12.5328246017857	-350.91908885	1.47886315	28	40	113	0.353982300884956
ALDH18A1	-11.753044515	-70.51826709	-5.25938709	6	151	738	0.204607046070461
ALDH1A1	-13.051776	-13.051776	-13.051776	1	145	1564	0.0927109974424552
ALDH1A2	-13.051776	-221.880192	-13.051776	17	140	218	0.642201834862385
ALDH1A3	-13.051776	-169.673088	-13.051776	13	182	316	0.575949367088608
